id;author;author-aux;author-orcid;booktitle;cdate;cdrom;cite;cite-label;crossref;editor;editor-orcid;ee;ee-type;i;journal;key;mdate;month;note;note-label;note-type;number;pages;publisher;publnr;publtype;sub;sup;title;title-bibtex;tt;url;volume;year
6705039;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA34.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco93a;2020-09-24;;;;;;5-10;;;;;;Insertion fractionnee.;;;db/journals/biaa/biaa34.html#Bianco93a;34;1993
6705040;Louis Frécon;;;;;;;;;;;http://biaa.eu/-upload/articleno96.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Frecon13c;2020-09-24;;;;;;5-10;;;;;;Réverie sur mon clavier.;;;db/journals/biaa/biaa96.html#Frecon13c;96;2013
6705041;;;;;;;;;;;;http://biaa.eu/-upload/vouzzano100.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X15;2020-09-24;;;;;;73;;;;;;Vouzzavedibisar: Injustice à haut débit.;;;db/journals/biaa/biaa100.html#X15;100;2015
6705042;Michelle Bergadaà;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bergadaa10;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa86.html#Bergadaa10;86;2010
6705043;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA49.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco98a;2020-09-24;;;;;;39;;;;;;Vouzzavedibisar: Le temps des juges.;;;db/journals/biaa/biaa49.html#Bianco98a;49;1998
6705044;Patrick Isoardi;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Isoardi12a;2020-09-24;;;;;;;;;;;;Contradiction ou indécedabilité: il faut choisir?;;;db/journals/biaa/biaa92.html#Isoardi12a;92;2012
6705045;André Tricot|Dolly Berdugo|Emmanuelle Puigserver|Mariama Diallo;;;;;;;;;;;http://biaa.eu/-upload/BIAA48.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/PuigserverBDT97;2020-09-24;;;;;;5-18;;;;;;Evaluation du principe d'economie dans les modeles rationnels de tache de recherche d'information dans un hypertexte.;;;db/journals/biaa/biaa48.html#PuigserverBDT97;48;1997
6705046;Eric Olivier;;;;;;;;;;;http://biaa.eu/-upload/VOUZZA91.pdf;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Olivier12b;2020-09-24;;;;;;;;;;;;Vouzzavedibisar: Affiche «Les 30 ans du B.I.A.A. Hommage à Edmond Bianco».;;;db/journals/biaa/biaa91.html#Olivier12b;91;2012
6705047;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA38.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel94a;2020-09-24;;;;;;27;;;;;;Vouzzavedibisar: Le L.I.T.A.M. en quelques mots.;;;db/journals/biaa/biaa38.html#Knippel94a;38;1994
6705048;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA23.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco89e;2020-09-24;;;;;;46;;;;;;Vouzzavedibisar: Amour, informatique et virus.;;;db/journals/biaa/biaa23.html#Bianco89e;23;1989
6705049;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA51.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco98d;2020-09-24;;;;;;1-2;;;;;;Editorial: De l'an mil à l'an deux mil.;;;db/journals/biaa/biaa51.html#Bianco98d;51;1998
6705050;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA19.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco88b;2020-09-24;;;;;;22;;;;;;Vouzzavedibisar: Forces de Coriolis.;;;db/journals/biaa/biaa19.html#Bianco88b;19;1988
6705051;Patrick Gourdet;;;;;;;;;;;http://biaa.eu/-upload/BIAA50.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Gourdet98;2020-09-24;;;;;;5-18;;;;;;Semantique generale.;;;db/journals/biaa/biaa50.html#Gourdet98;50;1998
6705052;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/editono100.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel15;2020-09-24;;;;;;9-11;;;;;;Éditorial : Le cent et le sang.;;;db/journals/biaa/biaa100.html#Knippel15;100;2015
6705053;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA53.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco99c;2020-09-24;;;;;;5-26;;;;;;Chapitre 7 - le processeur.;;;db/journals/biaa/biaa53.html#Bianco99c;53;1999
6705054;Alain Thomas;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Thomas12;2020-09-24;;;;;;;;;;;;Conservation de la généricité et de l'aléatoirité.;;;db/journals/biaa/biaa93.html#Thomas12;93;2012
6705055;;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X10;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa85.html#X10;85;2010
6705056;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA53.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco99b;2020-09-24;;;;;;1-4;;;;;;Éditorial: Informatique, intelligence.;;;db/journals/biaa/biaa53.html#Bianco99b;53;1999
6705057;Jean-Claude Fumanal;;;;;;;;;;;http://biaa.eu/-upload/BIAA03.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Fumanal82a;2020-09-24;;;;;;46-61;;;;;;Automate programmable.;;;db/journals/biaa/biaa3.html#Fumanal82a;3;1982
6705058;Jean Lassègue;;;;;;;;;;;http://biaa.eu/-upload/articleno1021.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lassegue15;2020-09-24;;;;;;132-137;;;;;;The Imitation Game : et si vous préfériez l'original ?;;;db/journals/biaa/biaa102.html#Lassegue15;102;2015
6705059;Iwan Tabakow;;;;;;;;;;;http://biaa.eu/-upload/BIAA39.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Tabakow94;2020-09-24;;;;;;15-28;;;;;;Test generation for sequentiel logic circuits using petri nets.;;;db/journals/biaa/biaa39.html#Tabakow94;39;1994
6705060;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA48.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco97g;2020-09-24;;;;;;35;;;;;;Vouzzavedibisar: Le temps de la papauté.;;;db/journals/biaa/biaa48.html#Bianco97g;48;1997
6705061;;;;;;;;;;;;http://biaa.eu/-upload/vouzzano1041.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X16b;2020-09-24;;;;;;113;;;;;;Vouzzavedibisar : H.S.I.F.S. (par Université de Provence).;;;db/journals/biaa/biaa104.html#X16b;104;2016
6705062;André Lentin;;;;;;;;;;;http://biaa.eu/-upload/BIAA92.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lentin12a;2020-09-24;;;;;;1;;;;;;Éditorial: Le jeune Bianco aux prises avec un texte, acte 2.;;;db/journals/biaa/biaa92.html#Lentin12a;92;2012
6705063;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA54.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel99;2020-09-24;;;;;;19-42;;;;;;Proposition d'organisation physique et mecanismes d'interrogation de thesaurus.;;;db/journals/biaa/biaa54.html#Knippel99;54;1999
6705064;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA17.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco87c;2020-09-24;;;;;;5-20;;;;;;Machines formelles et echanges machines de distribution.;;;db/journals/biaa/biaa17.html#Bianco87c;17;1987
6705065;Jean-Philippe Lehmann;;;;;;;;;;;http://biaa.eu/-upload/BIAA11.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lehmann85;2020-09-24;;;;;;48-68;;;;;;Glissement d'un hyperpave dans un champ memoire de dimension n.;;;db/journals/biaa/biaa11.html#Lehmann85;11;1985
6705066;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA59.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco01a;2020-09-24;;;;;;1-4;;;;;;Éditorial: Informatique, économie et compagnie (suite 3).;;;db/journals/biaa/biaa59.html#Bianco01a;59;2001
6705067;Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/VOUZZA92.pdf;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Isoardi12b;2020-09-24;;;;;;;;;;;;Vouzzavedibisar: Edmond Bianco en 1997.;;;db/journals/biaa/biaa92.html#Isoardi12b;92;2012
6705068;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA29.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco91d;2020-09-24;;;;;;40;;;;;;Vouzzavedibisar: Les aventures du Vicomte Jacques-Etienne Xavier de l'Or.;;;db/journals/biaa/biaa29.html#Bianco91d;29;1991
6705069;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA41.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco95a;2020-09-24;;;;;;1-4;;;;;;Éditorial: L'avènement d'Internet.;;;db/journals/biaa/biaa41.html#Bianco95a;41;1995
6705070;Christian Faivre;;;;;;;;;;;http://biaa.eu/-upload/articleno971.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Faivre14;2020-09-24;;;;;;11-26;;;;;;Approximations décimales et développement en fraction continue.;;;db/journals/biaa/biaa97.html#Faivre14;97;2014
6705071;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA18.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco87f;2020-09-24;;;;;;5-31;;;;;;La machine plate.;;;db/journals/biaa/biaa18.html#Bianco87f;18;1987
6705072;Jean-François Peyret;;;;;;;;;;;http://biaa.eu/-upload/BIAA65.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Peyret03;2020-09-24;;;;;;7-32;;;;;;Histoire naturelle de l'esprit (suite et fin).;;;db/journals/biaa/biaa65.html#Peyret03;65;2003
6705073;Charles Duchâteau;;;;;;;;;;;http://biaa.eu/-upload/BIAA69.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Duchateau04b;2020-09-24;;;;;;7-24;;;;;;Images pour programmer: mais qui est l'executant-ordinateur?;;;db/journals/biaa/biaa69.html#Duchateau04b;69;2004
6705074;Jean-Philippe Lehmann|Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/BIAA14.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/IsoardiL86;2020-09-24;;;;;;1-6;;;;;;Éditorial: Le système éducatif.;;;db/journals/biaa/biaa14.html#IsoardiL86;14;1986
6705075;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/editono102.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel15a;2020-09-24;;;;;;129-130;;;;;;Éditorial : Charles Corge et informatique quantique.;;;db/journals/biaa/biaa102.html#Knippel15a;102;2015
6705076;Laurent Tarillon;;;;;;;;;;;http://biaa.eu/-upload/BIAA83.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Tarillon09;2020-09-24;;;;;;1-2;;;;;;Éditorial: Il faut revoir le temps de travail des enseignants! Le décret de 1950 est vraiment trop vieux!;;;db/journals/biaa/biaa83.html#Tarillon09;83;2009
6705077;Jean-Pierre Petit;;;;;;;;;;;http://biaa.eu/-upload/vouzzano1042.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Petit16;2020-09-24;;;;;;155;;;;;;Vouzzavedibisar : Informagique.;;;db/journals/biaa/biaa104.html#Petit16;104;2016
6705078;;;;;;;;;;;;http://biaa.eu/-upload/BIAA94.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X13;2020-09-24;;;;;;1;;;;;;Éditorial: Evaluations des enseignants-chercheurs.;;;db/journals/biaa/biaa94.html#X13;94;2013
6705079;Jean-Michel Knippel;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel11;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa88.html#Knippel11;88;2011
6705080;Roger Dupuy;;;;;;;;;;;http://biaa.eu/-upload/BIAA15.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Dupuy86;2020-09-24;;;;;;5-28;;;;;;Faut-il rendre reelles les machines virtuelles?;;;db/journals/biaa/biaa15.html#Dupuy86;15;1986
6705081;Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/BIAA01.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Isoardi81;2020-09-24;;;;;;23-38;;;;;;Une nouvelle machine.;;;db/journals/biaa/biaa1.html#Isoardi81;1;1981
6705082;Christian Faivre;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Faivre12;2020-09-24;;;;;;;;;;;;Approximations décimales et développement en fraction continue.;;;db/journals/biaa/biaa93.html#Faivre12;93;2012
6705083;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA02.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco82;2020-09-24;;;;;;1-5;;;;;;La recherche et le chercheur.;;;db/journals/biaa/biaa2.html#Bianco82;2;1982
6705084;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA28.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco91a;2020-09-24;;;;;;40;;;;;;Vouzzavedibisar: Les aventures d'Edith chef de gang.;;;db/journals/biaa/biaa28.html#Bianco91a;28;1991
6705085;Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/articleno73.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Isoardi06;2020-09-24;;;;;;3-12;;;;;;Contradiction ou indécidabilité: il faut choisir! À propos du théorème d'incomplétude de Gödel.;;;db/journals/biaa/biaa73.html#Isoardi06;73;2006
6705086;Anne-Lise Courbis|Jean François Santucci;;;;;;;;;;;http://biaa.eu/-upload/BIAA35.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/CourbisS93;2020-09-24;;;;;;5-22;;;;;;Generation de sequences de test pour les circuits decrits selon une vue comportementale.;;;db/journals/biaa/biaa35.html#CourbisS93;35;1993
6705087;Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/BIAA04.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Isoardi82b;2020-09-24;;;;;;6-18;;;;;;Les systemes informatiques.;;;db/journals/biaa/biaa4.html#Isoardi82b;4;1982
6705088;;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X09;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa84.html#X09;84;2009
6705089;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAAS1.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco92j;2020-09-24;;;;;;28;;;;;;Vouzzavedibisar: Colloqueries.;;;db/journals/biaa/biaaS1.html#Bianco92j;Special-1;1992
6705090;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA45.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel96;2020-09-24;;;;;;7-22;;;;;;Expression et verification des connaissances thesaurus par les reseaux de petri.;;;db/journals/biaa/biaa45.html#Knippel96;45;1996
6705091;;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X11;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa89.html#X11;89;2011
6705092;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA93.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel12a;2020-09-24;;;;;;1;;;;;;Éditorial: La fondation Mark Gable (extrait).;;;db/journals/biaa/biaa93.html#Knippel12a;93;2012
6705093;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/jmkno76.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel07;2020-09-24;;;;;;3-4;;;;;;Représentations formelles de la phrase Arbres, boîtes de Hockett, grammaires à cases.;;;db/journals/biaa/biaa76.html#Knippel07;76;2007
6705094;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA25.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco90;2020-09-24;;;;;;1-5;;;;;;Éditorial: Société, informatique et relaxation.;;;db/journals/biaa/biaa25.html#Bianco90;25;1990
6705095;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA16.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel87;2020-09-24;;;;;;7-14;;;;;;Vers l'aide a l'acces a un thesaurus systemes de production et reseaux de petri.;;;db/journals/biaa/biaa16.html#Knippel87;16;1987
6705096;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/editono72.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco05b;2020-09-24;;;;;;1-4;;;;;;Editorial: Utopie.;;;db/journals/biaa/biaa72.html#Bianco05b;72;2005
6705097;David Evans 0001|Salim Ghanemi;;;;;;;;;;;http://biaa.eu/-upload/BIAA44.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/EvansG96;2020-09-24;;;;;;5-12;;;;;;Computer assisted programming for systolic systems.;;;db/journals/biaa/biaa44.html#EvansG96;44;1996
6705098;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA64.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco03;2020-09-24;;;;;;1-4;;;;;;Éditorial: Inéluctable.;;;db/journals/biaa/biaa64.html#Bianco03;64;2003
6705099;Alain Thomas;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Thomas12a;2020-09-24;;;;;;;;;;;;Systèmes de numération et répartition.;;;db/journals/biaa/biaa93.html#Thomas12a;93;2012
6705100;;;;;;;;;;;;http://biaa.eu/-upload/editono78.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/X07;2020-09-24;;;;;;1-2;;;;;;Éditorial: Motion du CNU 27.;;;db/journals/biaa/biaa78.html#X07;78;2007
6705101;Annie Pérez|Michel Cotton;;;;;;;;;;;http://biaa.eu/-upload/BIAA40.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/CottonP95;2020-09-24;;;;;;3-4;;;;;;OUPPI-3: une machine SIMD pour les modeles de physique bases sur les automates cellulaires a 2-D.;;;db/journals/biaa/biaa40.html#CottonP95;40;1995
6705102;Jean-Philippe Lehmann|Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/BIAA14.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/IsoardiL86a;2020-09-24;;;;;;7-61;;;;;;Glissement d'une fenetre dans un champ memoire continu principes et techniques d'assemblage des materiels standard.;;;db/journals/biaa/biaa14.html#IsoardiL86a;14;1986
6705103;Jean-Pierre Petit;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Petit10;2020-09-24;;;;;;37-;;;;;;Vouzzavedibisar.;;;db/journals/biaa/biaa87.html#Petit10;87;2010
6705104;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/vouzzano77.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco07a;2020-09-24;;;;;;17;;;;;;Vouzzavedibisar: Fantaisie.;;;db/journals/biaa/biaa77.html#Bianco07a;77;2007
6705105;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA10.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco85a;2020-09-24;;;;;;4-33;;;;;;Notion de systeme, systeme logiciel et systeme machine (suite).;;;db/journals/biaa/biaa10.html#Bianco85a;10;1985
6705106;Jacques Dudon;;;;;;;;;;;http://biaa.eu/-upload/BIAA64.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Dudon03;2020-09-24;;;;;;53;;;;;o;Vouzzavedibisar: Disque n;;;db/journals/biaa/biaa64.html#Dudon03;64;2003
6705107;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA01.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco81b;2020-09-24;;;;;;6-11;;;;;;Le processeur experimental MCA-0 (suite).;;;db/journals/biaa/biaa1.html#Bianco81b;1;1981
6705108;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA68.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco04c;2020-09-24;;;;;;33;;;;;;Vouzzavedibisar: Les aventures de Savate premier - Le destin international.;;;db/journals/biaa/biaa68.html#Bianco04c;68;2004
6705109;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA36.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco93d;2020-09-24;;;;;;1-2;;;;;;Éditorial: Réalité et irréalité.;;;db/journals/biaa/biaa36.html#Bianco93d;36;1993
6705110;Jean-Philippe Lehmann;;;;;;;;;;;http://biaa.eu/-upload/BIAA08.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lehmann84b;2020-09-24;;;;;;23-40;;;;;;Une definition du calculable.;;;db/journals/biaa/biaa8.html#Lehmann84b;8;1984
6705111;Mohamed Tayeb Laskri|Tahar Bouhadada;;;;;;;;;;;http://biaa.eu/-upload/BIAA77.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/BouhadadaL07;2020-09-24;;;;;;9-16;;;;;;Un Système Tuteur Utilisant un Compagnon Perturbateur.;;;db/journals/biaa/biaa77.html#BouhadadaL07;77;2007
6705112;Jean-Pierre Petit;;;;;;;;;;;http://biaa.eu/-upload/articleno1003.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Petit15;2020-09-24;;;;;;65-67;;;;;;La cosmologie newtonnienne (la minute d'Anselme Lanturlu).;;;db/journals/biaa/biaa100.html#Petit15;100;2015
6705113;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA37.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel94;2020-09-24;;;;;;39;;;;;;Vouzzavedibisar: Le G.F.D.I.F.S.C.;;;db/journals/biaa/biaa37.html#Knippel94;37;1994
6705114;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA22.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco89a;2020-09-24;;;;;;6-17;;;;;;Systeme universel (suite).;;;db/journals/biaa/biaa22.html#Bianco89a;22;1989
6705115;André Lentin;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lentin11;2020-09-24;;;;;;1-2;;;;;;Éditorial.;;;db/journals/biaa/biaa90.html#Lentin11;90;2011
6705116;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA18.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco87g;2020-09-24;;;;;;32;;;;;;Vouzzavedibisar: Tout.;;;db/journals/biaa/biaa18.html#Bianco87g;18;1987
6705117;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA66.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco03b;2020-09-24;;;;;;1-2;;;;;;Éditorial: Intermittence et gouvernance.;;;db/journals/biaa/biaa66.html#Bianco03b;66;2003
6705118;Jean-Philippe Lehmann;;;;;;;;;;;http://biaa.eu/-upload/BIAA08.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Lehmann84a;2020-09-24;;;;;;6-22;;;;;;Sur un resultat de shannon a propos des machines de turing a deux etats.;;;db/journals/biaa/biaa8.html#Lehmann84a;8;1984
6705119;Louis Frécon;;;;;;;;;;;http://biaa.eu/-upload/articleno94.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Frecon13;2020-09-24;;;;;;;;;;;;De quelques opérateurs négligés.;;;db/journals/biaa/biaa94.html#Frecon13;94;2013
6705120;Jean-Philippe Lehmann|Patrick Isoardi;;;;;;;;;;;http://biaa.eu/-upload/BIAA09.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/LehmannI84;2020-09-24;;;;;;31-42;;;;;;Nouvelle structure de memoires adressables par une fenetre a deplacement continu.;;;db/journals/biaa/biaa9.html#LehmannI84;9;1984
6705121;Boulanouar Bounabi|Mohamed Tayeb Laskri;;;;;;;;;;;http://biaa.eu/-upload/BIAA30.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/LaskriB91;2020-09-24;;;;;;21-49;;;;;;Preparation d'une base d'information en vue de son exploitation en langage naturel.;;;db/journals/biaa/biaa30.html#LaskriB91;30;1991
6705122;Robert Valette;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Valette09d;2020-09-24;;;;;;35-40;;;;;;Exemple des lecteurs et des écrivains. spécifications.;;;db/journals/biaa/biaa84.html#Valette09d;84;2009
6705123;Nadia Mesli;;;;;;;;;;;http://biaa.eu/-upload/BIAA37.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Mesli94;2020-09-24;;;;;;3-36;;;;;;Le formalisme CAT2.;;;db/journals/biaa/biaa37.html#Mesli94;37;1994
6705124;Jean-Marie Souriau;;;;;;;;;;;http://biaa.eu/-upload/articleno1042.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Souriau16;2020-09-24;;;;;;99-112;;;;;;Science et /ou Fiction. Transcription de la conférence enregistrée à Marseille le 5 juin 1974.;;;db/journals/biaa/biaa104.html#Souriau16;104;2016
6705125;Edmond Bianco;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco12a;2020-09-24;;;;;;;;;;;;Gödelisme.;;;db/journals/biaa/biaa92.html#Bianco12a;92;2012
6705126;Guy Caplat;;;;;;;;;;;;;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Caplat11;2020-09-24;;;;;;3-12;;;;;;Sérendipité, créativité et versionologie.;;;db/journals/biaa/biaa88.html#Caplat11;88;2011
6705127;Jean-Michel Knippel;;;;;;;;;;;http://biaa.eu/-upload/BIAA82.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Knippel09;2020-09-24;;;;;;3-4;;;;;;Des Réseaux de Petri et du bulletin d'informatique approfondie et applications 1981-1997.;;;db/journals/biaa/biaa82.html#Knippel09;82;2009
6705128;Edmond Bianco;;;;;;;;;;;http://biaa.eu/-upload/BIAA45.pdf;oa;;Bull. dInformatique Approfondie et Appl.;journals/biaa/Bianco96c;2020-09-24;;;;;;1-6;;;;;;Éditorial: Le lièvre informatique et la tortue sociale.;;;db/journals/biaa/biaa45.html#Bianco96c;45;1996
